gnss_id,sv_id,el_sv_deg,az_sv_deg
gps,2,71.4182363985964,181.048584774255
gps,5,69.2747265881262,186.377753069575
gps,11,71.4627349744314,178.660428180358
gps,13,70.3671181951649,185.267797999632
gps,15,71.6344197159151,189.181710577897
gps,20,69.337255147141,180.794975865383
gps,29,71.4054432561104,192.65418228621
