gnss_id,sv_id,el_sv_deg,az_sv_deg
gps,2,33.4325639197499,107.886063854245
gps,5,34.4346644018477,111.002317243524
gps,11,32.7403884625124,107.500813589859
gps,13,34.3904593403551,109.579708701009
gps,15,35.9565803927656,108.503627896587
gps,20,32.5963581451105,110.144109526789
gps,29,36.974717030745,109.110587097012
