gnss_id,sv_id,el_sv_deg,az_sv_deg
gps,2,6.73880363647142,354.5326912673
gps,5,8.72784046975017,352.59187763214
gps,11,6.69165616965555,355.297756302996
gps,13,7.67370629849087,353.104110265255
gps,15,6.26239930325085,351.992190168799
gps,20,8.79799354432696,354.581551004096
gps,29,6.31738170132782,350.858251848199
